Image,Neighborhood,CD3pCD8nPD1n,CD3pCD8nPD1p,CD3pCD8pPD1n,CD68pPDL1n,CD68pPDL1p,CD3pCD8pPD1p,CD79ApCD20p,CD79ApCD20n,CD3nPD1p,LMA
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_15,0,2,11,7,0,0,1,6,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_16,6,1,16,4,1,0,3,4,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_17,4,0,9,6,0,0,1,4,0,2
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_18,6,1,0,0,22,0,0,0,0,5
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_19,20,5,34,6,18,1,20,0,1,2
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_2,9,3,36,2,30,4,4,0,0,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_20,12,2,40,20,10,3,21,2,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_21,5,0,12,2,0,1,4,22,0,6
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_22,0,0,8,3,1,0,0,4,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_23,1,0,3,5,0,1,0,12,0,6
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_24,3,0,6,2,0,0,4,9,0,6
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_25,8,0,1,3,0,0,1,12,0,6
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_26,6,1,20,1,0,1,2,2,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_27,0,0,0,0,36,0,0,0,0,5
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_28,1,1,6,3,0,0,0,8,0,6
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_29,14,4,102,51,6,8,21,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_3,31,13,70,3,57,16,10,11,0,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_30,1,1,4,8,0,0,6,2,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_31,3,0,6,4,0,0,3,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_32,3,0,5,9,0,0,0,8,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_33,5,1,37,45,0,2,0,21,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_34,1,0,3,10,0,0,1,1,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_35,2,0,9,10,0,0,2,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_36,3,0,1,10,0,0,2,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_37,7,1,37,54,0,2,4,4,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_38,0,0,5,14,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_39,3,1,11,15,0,0,0,2,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_4,13,2,16,0,44,10,6,0,12,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_40,0,0,3,2,0,0,0,12,0,6
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_41,2,2,15,15,0,0,0,4,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_42,0,2,8,18,0,0,0,4,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_43,10,5,44,40,0,2,1,8,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_44,0,0,9,7,0,0,0,1,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_45,1,0,8,4,2,4,0,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_46,18,6,28,25,0,1,1,24,0,2
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_47,2,1,18,6,0,2,0,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_48,5,0,17,12,2,3,0,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_49,8,1,12,13,1,0,0,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_5,7,2,47,1,5,0,4,8,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_50,0,0,5,10,0,0,1,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_51,2,1,21,45,0,0,5,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_52,2,1,8,36,1,0,0,0,1,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_53,1,1,7,9,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_54,0,0,4,15,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_55,2,0,8,5,0,0,1,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_56,2,1,6,7,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_57,8,0,5,11,2,1,0,1,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_58,21,5,21,5,0,4,1,14,0,2
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_59,5,2,13,3,0,2,0,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_6,2,1,9,0,6,7,0,0,0,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_60,9,22,128,14,38,93,16,1,46,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_61,1,0,1,9,0,1,4,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_62,6,6,23,10,1,5,1,4,2,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_63,0,0,0,25,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_64,23,157,35,31,9,110,15,31,122,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_65,3,3,3,13,7,2,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_66,54,103,152,25,19,114,35,50,80,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_67,6,1,0,6,3,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_68,0,0,0,44,1,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_69,4,0,7,8,1,1,0,0,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_7,22,0,23,4,1,3,2,4,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_70,0,0,1,17,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_71,26,10,10,0,0,2,10,1,1,2
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_72,3,0,6,10,0,2,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_73,0,0,4,29,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_74,0,0,3,14,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_75,0,0,5,1,6,3,2,0,0,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_76,3,0,4,0,12,6,3,0,0,1
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_77,0,0,4,22,20,2,0,0,1,5
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_78,0,0,0,39,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_79,0,1,10,4,10,1,1,0,1,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_8,6,4,17,10,5,1,3,7,0,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_80,0,0,11,1,1,2,0,0,1,3
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_81,0,0,1,16,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_82,0,0,1,25,0,0,0,0,0,4
"065 (OM)_[8485,36646]_component_data.tif - resolution #1",Cluster_9,6,0,5,3,40,3,1,5,2,5
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_1,11,1,33,15,3,4,0,2,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_10,4,1,19,15,1,2,3,7,4,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_11,0,1,2,112,1,1,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_12,0,0,0,40,0,0,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_13,0,0,0,36,0,0,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_14,0,0,11,4,0,0,0,1,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_15,0,0,1,32,0,0,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_16,0,0,21,6,1,0,0,4,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_17,0,0,8,8,0,1,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_18,1,0,12,3,0,0,0,0,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_19,5,0,6,8,0,0,0,2,1,2
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_2,4,2,38,37,1,1,4,7,1,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_20,2,1,5,3,3,0,0,5,0,6
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_21,1,0,1,11,2,0,0,4,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_22,0,0,0,26,0,0,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_23,0,1,12,4,0,1,0,0,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_24,0,0,23,3,0,1,0,0,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_25,3,0,6,5,0,0,0,3,0,2
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_26,3,3,17,0,4,2,1,1,2,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_27,1,0,5,6,0,0,1,5,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_28,2,0,3,3,0,0,0,10,0,6
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_29,4,0,22,14,0,3,0,1,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_3,1,1,12,21,5,0,2,2,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_30,0,0,5,6,4,2,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_31,0,0,7,11,0,0,0,3,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_32,0,0,12,5,0,0,0,1,0,3
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_33,2,0,7,28,0,0,0,0,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_34,1,2,11,25,0,0,1,2,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_35,2,0,5,6,5,2,0,4,0,4
"065 (OM)_[8485,40834]_component_data.tif - resolution #1",Cluster_36,2,0,7,8,0,1,0,0,0,4
